Wine Type,Supplier SOH,Variety(ies),Wine Name,Vintage,RRP,Discount RRP,Winery,Website,Location,Supplier Contact Name,Supplier Contact Email,Supplier Contact Phone,Verification Note
Red Wine,In Stock,Bordeaux Blend,"Estate Reserve Red 2017 Magnum (1,5L)",2017,"R750,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
White Wine,In Stock,Chardonnay,Estate Reserve Chardonnay 2022,2022,"R380,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Red Wine,In Stock,Syrah,Glass Collection Syrah 2022,2022,"R175,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Red Wine,In Stock,Merlot,Glass Collection Merlot 2020,2020,"R175,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Red Wine,In Stock,Cabernet Sauvignon,Glass Collection Cabernet Sauvignon 2021,2021,"R175,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Red Wine,In Stock,Cabernet Franc,Glass Collection Cabernet Franc 2021,2021,"R250,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Rosé Wine,In Stock,Blend,Le Rosé de May 2024,2024,"R160,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
White Wine,In Stock,Chardonnay,Glass Collection Chardonnay 2023,2023,"R160,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Mixed Case,In Stock,Various,Mixed Red and White Case,,"R2208,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Red,3 bottle case,Unknown,3 bottles of 2022 series m,2022,"R3,930.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,wooden case of 6 bottles,Unknown,6 bottles of 2022 series m,2022,"R7,860.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,3 bottle case,Unknown,3 bottles of series c 2022,2022,"R5,985.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,wooden case of 6 bottles,Unknown,6 bottles of series c 2022,2022,"R11,970.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,6 x 750ml in a case,Unknown,seriously old dirt by vilafonté 2022,2022,"R1,590.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,4 x magnums in a case,Unknown,seriously old dirt 2022 in magnum,2022,"R2,000.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,750ml,Unknown,series m 2022,2022,"R1,310.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,750ml,Unknown,series c 2022,2022,"R1,995.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,3 bottle case,Unknown,3 bottles of 2022 series m,2022,"R3,930.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,wooden case of 6 bottles,Unknown,6 bottles of 2022 series m,2022,"R7,860.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,3 bottle case,Unknown,3 bottles of series c 2022,2022,"R5,985.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,wooden case of 6 bottles,Unknown,6 bottles of series c 2022,2022,"R11,970.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,6 x 750ml in a case,Unknown,seriously old dirt by vilafonté 2022,2022,"R1,590.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,4 x magnums in a case,Unknown,seriously old dirt 2022 in magnum,2022,"R2,000.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,750ml,Unknown,series m 2022,2022,"R1,310.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,750ml,Unknown,series c 2022,2022,"R1,995.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,3 bottle case,Unknown,3 bottles of 2022 series m,2022,"R3,930.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,wooden case of 6 bottles,Unknown,6 bottles of 2022 series m,2022,"R7,860.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,3 bottle case,Unknown,3 bottles of series c 2022,2022,"R5,985.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,wooden case of 6 bottles,Unknown,6 bottles of series c 2022,2022,"R11,970.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,3 bottle case,Unknown,3 bottles of series m 2022,2022,"R3,930.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,wooden case of 6 bottles,Unknown,6 bottles of series m 2022,2022,"R7,860.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,3 bottle case,Unknown,3 bottles of series c 2022,2022,"R5,985.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,wooden case of 6 bottles,Unknown,6 bottles of series c 2022,2022,"R11,970.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,6 x 750ml in a case,Unknown,seriously old dirt by vilafonté 2022,2022,"R1,590.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,4 x magnums in a case,Unknown,seriously old dirt 2022 in magnum,2022,"R2,000.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,750ml,Unknown,series m 2022,2022,"R1,310.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
Red,750ml,Unknown,series c 2022,2022,"R1,995.00",,Vilafonté Wines,http://www.vilafonte.com/,"Vilafonté Wines, Unit 7C Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,021 886 4083,
